id,level,section,row,seat,zone,price,x,y,z,dist_singer_ft,dist_pit_ft,horiz_angle_deg,elev_to_singer_deg,overhang,overhang_depth_ft,overhang_opening_ft,overhang_d_over_h,headroom_ft,opening_angle_deg,prosc_top_clipped,visible_prosc_height_ft,pit_visible,stage_width_visible,ceiling_reflection_singer,ceiling_reflection_pit,direct_level_db,score
orchestra:A:110,orchestra,center_even,A,110,ORP,310,9.84,3.9,24.81,34.6,15.3,16.7,8.1,none,0.0,,0.0,70.1,81.9,False,31.5,0.58,1.0,True,True,-0.2,100.0
orchestra:A:112,orchestra,center_even,A,112,ORP,310,11.57,3.9,24.54,34.9,16.3,19.6,8.1,none,0.0,,0.0,70.1,81.9,False,31.5,0.75,1.0,True,True,-0.3,100.0
orchestra:A:114,orchestra,center_even,A,114,ORP,310,13.29,3.9,24.24,35.2,17.3,22.4,8.0,none,0.0,,0.0,70.1,82.0,False,31.5,0.92,1.0,True,True,-0.3,99.9
orchestra:A:116,orchestra,center_even,A,116,ORP,310,15.01,3.9,23.88,35.6,18.5,25.2,7.9,none,0.0,,0.0,70.1,82.1,False,31.5,0.0,1.0,True,True,-0.4,89.5
orchestra:A:118,orchestra,center_even,A,118,ORP,310,16.71,3.9,23.49,36.0,19.7,28.0,7.8,none,0.0,,0.0,70.1,82.2,False,31.5,0.0,1.0,True,True,-0.5,86.5
orchestra:A:120,orchestra,center_even,A,120,ORP,310,18.41,3.9,23.05,36.4,21.0,30.7,7.7,none,0.0,,0.0,70.1,82.3,False,31.5,0.0,1.0,True,True,-0.6,83.6
orchestra:A:122,orchestra,center_even,A,122,ORP,310,20.09,3.9,22.58,36.9,22.3,33.3,7.6,upper_tier,7.0,3.4,2.07,29.3,67.9,False,31.5,0.0,1.0,True,True,-0.7,80.8
orchestra:A:124,orchestra,center_even,A,124,ORP,310,21.76,3.9,22.06,37.4,23.6,35.9,7.5,upper_tier,8.0,3.0,2.71,29.1,65.8,False,31.5,0.0,1.0,False,True,-0.9,71.9
orchestra:A:1,orchestra,side_odd,A,1,ORP,310,-26.69,3.9,20.25,39.2,27.8,43.4,7.2,upper_tier,6.6,2.9,2.24,28.4,69.0,False,31.5,0.0,0.98,True,False,-1.3,68.4
orchestra:A:3,orchestra,side_odd,A,3,ORP,310,-28.3,3.9,19.57,39.8,29.2,45.8,7.1,upper_tier,5.5,3.0,1.82,28.2,71.3,False,31.5,0.0,0.94,True,False,-1.4,63.3
orchestra:A:5,orchestra,side_odd,A,5,ORC3,180,-29.9,3.9,18.85,40.5,30.6,48.1,7.0,upper_tier,5.0,2.9,1.71,27.9,72.3,False,31.5,0.0,0.9,True,False,-1.6,58.3
orchestra:A:7,orchestra,side_odd,A,7,ORC4,110,-31.47,3.9,18.08,41.2,32.0,50.3,6.8,upper_tier,4.0,2.9,1.37,27.6,74.6,False,31.5,0.0,0.85,True,False,-1.7,52.7
orchestra:A:9,orchestra,side_odd,A,9,ORC4,110,-33.03,3.9,17.28,41.9,33.5,52.6,6.7,upper_tier,3.0,2.9,1.03,27.3,76.9,False,31.5,0.0,0.8,True,False,-1.9,47.1
orchestra:A:11,orchestra,side_odd,A,11,ORC4,110,-34.56,3.9,16.45,42.6,34.9,54.7,6.6,upper_tier,1.5,3.0,0.51,27.0,80.2,False,31.5,0.0,0.75,True,False,-2.0,41.7
orchestra:A:13,orchestra,side_odd,A,13,ORC4,110,-36.08,3.9,15.57,43.4,36.4,56.8,6.5,upper_tier,0.0,3.0,0.0,26.7,83.5,False,31.5,0.0,0.69,True,True,-2.2,35.6
orchestra:A:15,orchestra,side_odd,A,15,ORC4,110,-37.57,3.9,14.65,44.1,37.8,58.9,6.4,none,0.0,,0.0,70.1,83.6,False,31.5,0.0,0.62,True,True,-2.3,28.9
orchestra:A:2,orchestra,side_even,A,2,ORP,310,26.69,3.9,20.25,39.2,27.8,43.4,7.2,upper_tier,6.6,2.9,2.24,28.4,69.0,False,31.5,0.0,0.98,True,False,-1.3,68.4
orchestra:A:4,orchestra,side_even,A,4,ORP,310,28.3,3.9,19.57,39.8,29.2,45.8,7.1,upper_tier,5.5,3.0,1.82,28.2,71.3,False,31.5,0.0,0.94,True,False,-1.4,63.3
orchestra:A:6,orchestra,side_even,A,6,ORC3,180,29.9,3.9,18.85,40.5,30.6,48.1,7.0,upper_tier,5.0,2.9,1.71,27.9,72.3,False,31.5,0.0,0.9,True,False,-1.6,58.3
orchestra:A:8,orchestra,side_even,A,8,ORC4,110,31.47,3.9,18.08,41.2,32.0,50.3,6.8,upper_tier,4.0,2.9,1.37,27.6,74.6,False,31.5,0.0,0.85,True,False,-1.7,52.7
orchestra:A:10,orchestra,side_even,A,10,ORC4,110,33.03,3.9,17.28,41.9,33.5,52.6,6.7,upper_tier,3.0,2.9,1.03,27.3,76.9,False,31.5,0.0,0.8,True,False,-1.9,47.1
orchestra:A:12,orchestra,side_even,A,12,ORC4,110,34.56,3.9,16.45,42.6,34.9,54.7,6.6,upper_tier,1.5,3.0,0.51,27.0,80.2,False,31.5,0.0,0.75,True,False,-2.0,41.7
orchestra:A:14,orchestra,side_even,A,14,ORC4,110,36.08,3.9,15.57,43.4,36.4,56.8,6.5,upper_tier,0.0,3.0,0.0,26.7,83.5,False,31.5,0.0,0.69,True,True,-2.2,35.6
orchestra:A:16,orchestra,side_even,A,16,ORC4,110,37.57,3.9,14.65,44.1,37.8,58.9,6.4,none,0.0,,0.0,70.1,83.6,False,31.5,0.0,0.62,True,True,-2.3,28.9
orchestra:B:101,orchestra,center_odd,B,101,ORP,310,-2.87,3.97,28.44,36.9,15.4,4.5,7.5,none,0.0,,0.0,70.0,82.5,False,31.5,0.0,1.0,True,True,-0.7,99.1
orchestra:B:103,orchestra,center_odd,B,103,ORP,310,-4.62,3.97,28.35,37.0,15.7,7.2,7.5,none,0.0,,0.0,70.0,82.5,False,31.5,0.0,1.0,True,True,-0.8,99.0
orchestra:B:105,orchestra,center_odd,B,105,ORP,310,-6.37,3.97,28.22,37.1,16.2,10.0,7.5,none,0.0,,0.0,70.0,82.5,False,31.5,0.0,1.0,True,True,-0.8,99.0
orchestra:B:107,orchestra,center_odd,B,107,ORP,310,-8.11,3.97,28.05,37.3,16.8,12.7,7.4,none,0.0,,0.0,70.0,82.6,False,31.5,0.0,1.0,True,True,-0.8,98.9
orchestra:B:109,orchestra,center_odd,B,109,ORP,310,-9.85,3.97,27.84,37.5,17.6,15.4,7.4,none,0.0,,0.0,70.0,82.6,False,31.5,0.0,1.0,True,True,-0.9,98.4
orchestra:B:111,orchestra,center_odd,B,111,ORP,310,-11.58,3.97,27.58,37.7,18.4,18.0,7.3,none,0.0,,0.0,70.0,82.7,False,31.5,0.0,1.0,True,True,-0.9,95.7
orchestra:B:113,orchestra,center_odd,B,113,ORP,310,-13.3,3.97,27.29,38.0,19.3,20.7,7.3,none,0.0,,0.0,70.0,82.7,False,31.5,0.0,1.0,True,True,-1.0,92.9
orchestra:B:115,orchestra,center_odd,B,115,ORP,310,-15.02,3.97,26.95,38.3,20.3,23.3,7.2,none,0.0,,0.0,70.0,82.8,False,31.5,0.0,1.0,True,True,-1.1,90.1
orchestra:B:117,orchestra,center_odd,B,117,ORP,310,-16.73,3.97,26.57,38.7,21.4,25.8,7.2,none,0.0,,0.0,70.0,82.8,False,31.5,0.0,1.0,True,True,-1.2,87.4
orchestra:B:119,orchestra,center_odd,B,119,ORP,310,-18.43,3.97,26.15,39.1,22.5,28.3,7.1,none,0.0,,0.0,70.0,82.9,False,31.5,0.0,1.0,True,True,-1.3,84.7
orchestra:B:121,orchestra,center_odd,B,121,ORP,310,-20.12,3.97,25.69,39.5,23.7,30.8,7.0,none,0.0,,0.0,70.0,83.0,False,31.5,0.08,1.0,True,True,-1.3,82.7
orchestra:B:102,orchestra,center_even,B,102,ORP,310,2.87,3.97,28.44,36.9,15.4,4.5,7.5,none,0.0,,0.0,70.0,82.5,False,31.5,0.0,1.0,True,True,-0.7,99.1
orchestra:B:104,orchestra,center_even,B,104,ORP,310,4.62,3.97,28.35,37.0,15.7,7.2,7.5,none,0.0,,0.0,70.0,82.5,False,31.5,0.0,1.0,True,True,-0.8,99.0
orchestra:B:106,orchestra,center_even,B,106,ORP,310,6.37,3.97,28.22,37.1,16.2,10.0,7.5,none,0.0,,0.0,70.0,82.5,False,31.5,0.0,1.0,True,True,-0.8,99.0
orchestra:B:108,orchestra,center_even,B,108,ORP,310,8.11,3.97,28.05,37.3,16.8,12.7,7.4,none,0.0,,0.0,70.0,82.6,False,31.5,0.0,1.0,True,True,-0.8,98.9
orchestra:B:110,orchestra,center_even,B,110,ORP,310,9.85,3.97,27.84,37.5,17.6,15.4,7.4,none,0.0,,0.0,70.0,82.6,False,31.5,0.0,1.0,True,True,-0.9,98.4
orchestra:B:112,orchestra,center_even,B,112,ORP,310,11.58,3.97,27.58,37.7,18.4,18.0,7.3,none,0.0,,0.0,70.0,82.7,False,31.5,0.0,1.0,True,True,-0.9,95.7
orchestra:B:114,orchestra,center_even,B,114,ORP,310,13.3,3.97,27.29,38.0,19.3,20.7,7.3,none,0.0,,0.0,70.0,82.7,False,31.5,0.0,1.0,True,True,-1.0,92.9
orchestra:B:116,orchestra,center_even,B,116,ORP,310,15.02,3.97,26.95,38.3,20.3,23.3,7.2,none,0.0,,0.0,70.0,82.8,False,31.5,0.0,1.0,True,True,-1.1,90.1
orchestra:B:118,orchestra,center_even,B,118,ORP,310,16.73,3.97,26.57,38.7,21.4,25.8,7.2,none,0.0,,0.0,70.0,82.8,False,31.5,0.0,1.0,True,True,-1.2,87.4
orchestra:B:120,orchestra,center_even,B,120,ORP,310,18.43,3.97,26.15,39.1,22.5,28.3,7.1,none,0.0,,0.0,70.0,82.9,False,31.5,0.0,1.0,True,True,-1.3,84.7
orchestra:B:122,orchestra,center_even,B,122,ORP,310,20.12,3.97,25.69,39.5,23.7,30.8,7.0,none,0.0,,0.0,70.0,83.0,False,31.5,0.08,1.0,True,True,-1.3,82.7
orchestra:B:1,orchestra,side_odd,B,1,ORP,310,-26.75,3.97,23.46,41.6,28.7,40.4,6.7,upper_tier,10.6,2.9,3.64,29.6,61.6,False,31.5,0.0,0.98,False,False,-1.8,64.2
orchestra:B:3,orchestra,side_odd,B,3,ORP,310,-28.37,3.97,22.8,42.2,30.0,42.6,6.6,upper_tier,9.6,3.0,3.16,29.3,63.6,False,31.5,0.0,0.95,False,False,-1.9,59.9
orchestra:B:5,orchestra,side_odd,B,5,ORC3,180,-29.97,3.97,22.11,42.8,31.4,44.9,6.5,upper_tier,9.1,3.0,3.04,29.0,64.6,False,31.5,0.0,0.91,False,False,-2.0,55.0
orchestra:B:7,orchestra,side_odd,B,7,ORC4,110,-31.56,3.97,21.38,43.4,32.7,47.1,6.4,upper_tier,8.5,3.0,2.88,28.8,65.8,False,31.5,0.0,0.87,False,False,-2.2,50.1
orchestra:B:9,orchestra,side_odd,B,9,ORC4,110,-33.14,3.97,20.61,44.0,34.1,49.2,6.3,upper_tier,7.5,3.0,2.51,28.5,67.9,False,31.5,0.0,0.83,True,False,-2.3,51.3
orchestra:B:11,orchestra,side_odd,B,11,ORC4,110,-34.69,3.97,19.8,44.7,35.5,51.3,6.2,upper_tier,6.6,3.0,2.18,28.2,70.0,False,31.5,0.0,0.79,True,False,-2.4,46.4
orchestra:B:13,orchestra,side_odd,B,13,ORC4,110,-36.22,3.97,18.96,45.4,36.8,53.3,6.1,upper_tier,5.5,3.0,1.84,27.9,72.2,False,31.5,0.0,0.74,True,False,-2.5,41.1
orchestra:B:15,orchestra,side_odd,B,15,ORC4,110,-37.73,3.97,18.07,46.1,38.2,55.4,6.0,upper_tier,4.5,2.9,1.55,27.5,74.3,False,31.5,0.0,0.69,True,False,-2.7,35.7
orchestra:B:2,orchestra,side_even,B,2,ORP,310,26.75,3.97,23.46,41.6,28.7,40.4,6.7,upper_tier,10.6,2.9,3.64,29.6,61.6,False,31.5,0.0,0.98,False,False,-1.8,64.2
orchestra:B:4,orchestra,side_even,B,4,ORP,310,28.37,3.97,22.8,42.2,30.0,42.6,6.6,upper_tier,9.6,3.0,3.16,29.3,63.6,False,31.5,0.0,0.95,False,False,-1.9,59.9
orchestra:B:6,orchestra,side_even,B,6,ORC3,180,29.97,3.97,22.11,42.8,31.4,44.9,6.5,upper_tier,9.1,3.0,3.04,29.0,64.6,False,31.5,0.0,0.91,False,False,-2.0,55.0
orchestra:B:8,orchestra,side_even,B,8,ORC4,110,31.56,3.97,21.38,43.4,32.7,47.1,6.4,upper_tier,8.5,3.0,2.88,28.8,65.8,False,31.5,0.0,0.87,False,False,-2.2,50.1
orchestra:B:10,orchestra,side_even,B,10,ORC4,110,33.14,3.97,20.61,44.0,34.1,49.2,6.3,upper_tier,7.5,3.0,2.51,28.5,67.9,False,31.5,0.0,0.83,True,False,-2.3,51.3
orchestra:B:12,orchestra,side_even,B,12,ORC4,110,34.69,3.97,19.8,44.7,35.5,51.3,6.2,upper_tier,6.6,3.0,2.18,28.2,70.0,False,31.5,0.0,0.79,True,False,-2.4,46.4
orchestra:B:14,orchestra,side_even,B,14,ORC4,110,36.22,3.97,18.96,45.4,36.8,53.3,6.1,upper_tier,5.5,3.0,1.84,27.9,72.2,False,31.5,0.0,0.74,True,False,-2.5,41.1
orchestra:B:16,orchestra,side_even,B,16,ORC4,110,37.73,3.97,18.07,46.1,38.2,55.4,6.0,upper_tier,4.5,2.9,1.55,27.5,74.3,False,31.5,0.0,0.69,True,False,-2.7,35.7
orchestra:C:101,orchestra,center_odd,C,101,ORP,310,-2.87,4.08,31.45,39.8,18.3,4.2,6.8,none,0.0,,0.0,69.9,83.2,False,31.5,0.0,1.0,True,True,-1.4,97.7
orchestra:C:103,orchestra,center_odd,C,103,ORP,310,-4.62,4.08,31.36,39.9,18.5,6.7,6.8,none,0.0,,0.0,69.9,83.2,False,31.5,0.0,1.0,True,True,-1.4,97.6
orchestra:C:105,orchestra,center_odd,C,105,ORP,310,-6.37,4.08,31.23,40.0,18.9,9.2,6.8,none,0.0,,0.0,69.9,83.2,False,31.5,0.0,1.0,True,True,-1.4,97.6
orchestra:C:107,orchestra,center_odd,C,107,ORP,310,-8.11,4.08,31.07,40.2,19.4,11.7,6.7,none,0.0,,0.0,69.9,83.3,False,31.5,0.0,1.0,True,True,-1.5,97.5
orchestra:C:109,orchestra,center_odd,C,109,ORP,310,-9.85,4.08,30.86,40.4,20.1,14.2,6.7,none,0.0,,0.0,69.9,83.3,False,31.5,0.0,1.0,True,True,-1.5,97.4
orchestra:C:111,orchestra,center_odd,C,111,ORP,310,-11.58,4.08,30.62,40.6,20.8,16.7,6.7,none,0.0,,0.0,69.9,83.3,False,31.5,0.0,1.0,True,True,-1.6,95.6
orchestra:C:113,orchestra,center_odd,C,113,ORP,310,-13.31,4.08,30.33,40.9,21.6,19.1,6.6,none,0.0,,0.0,69.9,83.4,False,31.5,0.0,1.0,True,True,-1.6,93.1
orchestra:C:115,orchestra,center_odd,C,115,ORP,310,-15.03,4.08,30.01,41.1,22.4,21.6,6.6,none,0.0,,0.0,69.9,83.4,False,31.5,0.0,1.0,True,True,-1.7,90.5
orchestra:C:117,orchestra,center_odd,C,117,ORP,310,-16.74,4.08,29.65,41.5,23.4,24.0,6.5,none,0.0,,0.0,69.9,83.5,False,31.5,0.0,1.0,True,True,-1.8,87.9
orchestra:C:119,orchestra,center_odd,C,119,ORP,310,-18.44,4.08,29.24,41.8,24.4,26.3,6.5,none,0.0,,0.0,69.9,83.5,False,31.5,0.0,1.0,True,True,-1.8,85.4
orchestra:C:121,orchestra,center_odd,C,121,ORP,310,-20.13,4.08,28.8,42.2,25.4,28.7,6.4,none,0.0,,0.0,69.9,83.6,False,31.5,0.0,1.0,True,True,-1.9,82.8
orchestra:C:123,orchestra,center_odd,C,123,ORP,310,-21.82,4.08,28.32,42.6,26.5,31.0,6.4,none,0.0,,0.0,69.9,83.6,False,31.5,0.0,1.0,True,True,-2.0,80.4
orchestra:C:102,orchestra,center_even,C,102,ORP,310,2.87,4.08,31.45,39.8,18.3,4.2,6.8,none,0.0,,0.0,69.9,83.2,False,31.5,0.0,1.0,True,True,-1.4,97.7
orchestra:C:104,orchestra,center_even,C,104,ORP,310,4.62,4.08,31.36,39.9,18.5,6.7,6.8,none,0.0,,0.0,69.9,83.2,False,31.5,0.0,1.0,True,True,-1.4,97.6
orchestra:C:106,orchestra,center_even,C,106,ORP,310,6.37,4.08,31.23,40.0,18.9,9.2,6.8,none,0.0,,0.0,69.9,83.2,False,31.5,0.0,1.0,True,True,-1.4,97.6
orchestra:C:108,orchestra,center_even,C,108,ORP,310,8.11,4.08,31.07,40.2,19.4,11.7,6.7,none,0.0,,0.0,69.9,83.3,False,31.5,0.0,1.0,True,True,-1.5,97.5
orchestra:C:110,orchestra,center_even,C,110,ORP,310,9.85,4.08,30.86,40.4,20.1,14.2,6.7,none,0.0,,0.0,69.9,83.3,False,31.5,0.0,1.0,True,True,-1.5,97.4
orchestra:C:112,orchestra,center_even,C,112,ORP,310,11.58,4.08,30.62,40.6,20.8,16.7,6.7,none,0.0,,0.0,69.9,83.3,False,31.5,0.0,1.0,True,True,-1.6,95.6
orchestra:C:114,orchestra,center_even,C,114,ORP,310,13.31,4.08,30.33,40.9,21.6,19.1,6.6,none,0.0,,0.0,69.9,83.4,False,31.5,0.0,1.0,True,True,-1.6,93.1
orchestra:C:116,orchestra,center_even,C,116,ORP,310,15.03,4.08,30.01,41.1,22.4,21.6,6.6,none,0.0,,0.0,69.9,83.4,False,31.5,0.0,1.0,True,True,-1.7,90.5
orchestra:C:118,orchestra,center_even,C,118,ORP,310,16.74,4.08,29.65,41.5,23.4,24.0,6.5,none,0.0,,0.0,69.9,83.5,False,31.5,0.0,1.0,True,True,-1.8,87.9
orchestra:C:120,orchestra,center_even,C,120,ORP,310,18.44,4.08,29.24,41.8,24.4,26.3,6.5,none,0.0,,0.0,69.9,83.5,False,31.5,0.0,1.0,True,True,-1.8,85.4
orchestra:C:122,orchestra,center_even,C,122,ORP,310,20.13,4.08,28.8,42.2,25.4,28.7,6.4,none,0.0,,0.0,69.9,83.6,False,31.5,0.0,1.0,True,True,-1.9,82.8
orchestra:C:124,orchestra,center_even,C,124,ORP,310,21.82,4.08,28.32,42.6,26.5,31.0,6.4,none,0.0,,0.0,69.9,83.6,False,31.5,0.0,1.0,True,True,-2.0,80.4
orchestra:C:1,orchestra,side_odd,C,1,ORP,310,-26.79,4.08,26.65,44.1,30.0,37.7,6.1,upper_tier,14.1,2.9,4.8,30.9,55.8,False,31.5,0.0,0.99,False,False,-2.3,66.3
orchestra:C:3,orchestra,side_odd,C,3,ORP,310,-28.43,4.08,26.02,44.6,31.2,39.9,6.1,upper_tier,13.6,3.0,4.58,30.6,56.7,False,31.5,0.08,0.96,False,False,-2.4,62.7
orchestra:C:5,orchestra,side_odd,C,5,ORC3,180,-30.04,4.08,25.35,45.1,32.4,42.0,6.0,upper_tier,13.1,3.0,4.4,30.3,57.7,False,31.5,0.42,0.92,False,False,-2.5,60.7
orchestra:C:7,orchestra,side_odd,C,7,ORC4,110,-31.64,4.08,24.65,45.7,33.7,44.1,5.9,upper_tier,12.6,3.0,4.26,30.0,58.6,False,31.5,0.75,0.89,False,False,-2.6,59.2
orchestra:C:9,orchestra,side_odd,C,9,ORC4,110,-33.23,4.08,23.91,46.3,35.0,46.2,5.8,upper_tier,12.0,3.0,4.05,29.6,59.8,False,31.5,0.0,0.85,False,False,-2.7,48.4
orchestra:C:11,orchestra,side_odd,C,11,ORC4,110,-34.8,4.08,23.13,46.9,36.3,48.2,5.8,upper_tier,11.5,2.9,3.97,29.3,60.6,False,31.5,0.0,0.82,False,False,-2.8,44.3
orchestra:C:13,orchestra,side_odd,C,13,ORC4,110,-36.35,4.08,22.31,47.6,37.6,50.2,5.7,upper_tier,10.6,3.0,3.58,29.0,62.5,False,31.5,0.0,0.78,False,False,-3.0,39.6
orchestra:C:15,orchestra,side_odd,C,15,ORC4,110,-37.88,4.08,21.47,48.2,38.9,52.1,5.6,upper_tier,9.6,3.0,3.24,28.7,64.5,False,31.5,0.0,0.73,False,False,-3.1,34.4
orchestra:C:17,orchestra,side_odd,C,17,ORC4,110,-39.39,4.08,20.58,48.9,40.2,54.0,5.5,upper_tier,8.5,3.0,2.88,28.4,66.6,False,31.5,0.0,0.69,True,False,-3.2,35.7
orchestra:C:2,orchestra,side_even,C,2,ORP,310,26.79,4.08,26.65,44.1,30.0,37.7,6.1,upper_tier,14.1,2.9,4.8,30.9,55.8,False,31.5,0.0,0.99,False,False,-2.3,66.3
orchestra:C:4,orchestra,side_even,C,4,ORP,310,28.43,4.08,26.02,44.6,31.2,39.9,6.1,upper_tier,13.6,3.0,4.58,30.6,56.7,False,31.5,0.08,0.96,False,False,-2.4,62.7
orchestra:C:6,orchestra,side_even,C,6,ORC3,180,30.04,4.08,25.35,45.1,32.4,42.0,6.0,upper_tier,13.1,3.0,4.4,30.3,57.7,False,31.5,0.42,0.92,False,False,-2.5,60.7
orchestra:C:8,orchestra,side_even,C,8,ORC4,110,31.64,4.08,24.65,45.7,33.7,44.1,5.9,upper_tier,12.6,3.0,4.26,30.0,58.6,False,31.5,0.75,0.89,False,False,-2.6,59.2
orchestra:C:10,orchestra,side_even,C,10,ORC4,110,33.23,4.08,23.91,46.3,35.0,46.2,5.8,upper_tier,12.0,3.0,4.05,29.6,59.8,False,31.5,0.0,0.85,False,False,-2.7,48.4
orchestra:C:12,orchestra,side_even,C,12,ORC4,110,34.8,4.08,23.13,46.9,36.3,48.2,5.8,upper_tier,11.5,2.9,3.97,29.3,60.6,False,31.5,0.0,0.82,False,False,-2.8,44.3
orchestra:C:14,orchestra,side_even,C,14,ORC4,110,36.35,4.08,22.31,47.6,37.6,50.2,5.7,upper_tier,10.6,3.0,3.58,29.0,62.5,False,31.5,0.0,0.78,False,False,-3.0,39.6
orchestra:C:16,orchestra,side_even,C,16,ORC4,110,37.88,4.08,21.47,48.2,38.9,52.1,5.6,upper_tier,9.6,3.0,3.24,28.7,64.5,False,31.5,0.0,0.73,False,False,-3.1,34.4
orchestra:C:18,orchestra,side_even,C,18,ORC4,110,39.39,4.08,20.58,48.9,40.2,54.0,5.5,upper_tier,8.5,3.0,2.88,28.4,66.6,False,31.5,0.0,0.69,True,False,-3.2,35.7
orchestra:D:101,orchestra,center_odd,D,101,ORP,310,-2.87,4.21,34.45,42.8,21.2,3.9,6.2,none,0.0,,0.0,69.8,83.8,False,31.5,0.0,1.0,True,True,-2.0,96.3
orchestra:D:103,orchestra,center_odd,D,103,ORP,310,-4.62,4.21,34.37,42.9,21.4,6.2,6.1,none,0.0,,0.0,69.8,83.9,False,31.5,0.0,1.0,True,True,-2.1,96.2
orchestra:D:105,orchestra,center_odd,D,105,ORP,310,-6.37,4.21,34.24,43.0,21.7,8.6,6.1,none,0.0,,0.0,69.8,83.9,False,31.5,0.0,1.0,True,True,-2.1,96.2
orchestra:D:107,orchestra,center_odd,D,107,ORP,310,-8.11,4.21,34.09,43.1,22.2,10.9,6.1,none,0.0,,0.0,69.8,83.9,False,31.5,0.0,1.0,True,True,-2.1,96.1
orchestra:D:109,orchestra,center_odd,D,109,ORP,310,-9.85,4.21,33.89,43.3,22.7,13.2,6.1,none,0.0,,0.0,69.8,83.9,False,31.5,0.0,1.0,True,True,-2.1,96.0
orchestra:D:111,orchestra,center_odd,D,111,ORP,310,-11.58,4.21,33.65,43.5,23.3,15.5,6.1,none,0.0,,0.0,69.8,83.9,False,31.5,0.0,1.0,True,True,-2.2,95.4
orchestra:D:113,orchestra,center_odd,D,113,ORP,310,-13.31,4.21,33.38,43.7,24.0,17.8,6.0,none,0.0,,0.0,69.8,84.0,False,31.5,0.0,1.0,True,True,-2.2,93.0
orchestra:D:115,orchestra,center_odd,D,115,ORP,310,-15.03,4.21,33.07,44.0,24.7,20.1,6.0,none,0.0,,0.0,69.8,84.0,False,31.5,0.0,1.0,True,True,-2.3,90.6
